,Driver,Name_x,URL_x,Year_x,Race_Result,DNG_Reason,Match,Unnamed: 0,Serial,URL_y,Name_y,Year_y
925,Thierry Neuville,Vodafone Rally de Portugal,/entryinfo/36017-vodafone-rally-de-portugal-2017/1439522/,2017,2,Null,36017-vodafone-rally-de-portugal-2017,243.0,244.0,/final/36017-vodafone-rally-de-portugal-2017/,36017-vodafone-rally-de-portugal-2017,2017.0
539,Elfyn Evans,Vodafone Rally de Portugal,/entryinfo/36017-vodafone-rally-de-portugal-2017/1439520/,2017,6,Null,36017-vodafone-rally-de-portugal-2017,243.0,244.0,/final/36017-vodafone-rally-de-portugal-2017/,36017-vodafone-rally-de-portugal-2017,2017.0
803,Ott Tänak,Rally Italia Sardegna,/entryinfo/36018-rally-italia-sardegna-2017/1467514/,2017,1,Null,36018-rally-italia-sardegna-2017,244.0,245.0,/final/36018-rally-italia-sardegna-2017/,36018-rally-italia-sardegna-2017,2017.0
538,Elfyn Evans,Rally Italia Sardegna,/entryinfo/36018-rally-italia-sardegna-2017/1467515/,2017,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Retired                            </div>",36018-rally-italia-sardegna-2017,244.0,245.0,/final/36018-rally-italia-sardegna-2017/,36018-rally-italia-sardegna-2017,2017.0
233,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/36018-rally-italia-sardegna-2017/1467513/,2017,5,Null,36018-rally-italia-sardegna-2017,244.0,245.0,/final/36018-rally-italia-sardegna-2017/,36018-rally-italia-sardegna-2017,2017.0
924,Thierry Neuville,Rally Italia Sardegna,/entryinfo/36018-rally-italia-sardegna-2017/1467517/,2017,3,Null,36018-rally-italia-sardegna-2017,244.0,245.0,/final/36018-rally-italia-sardegna-2017/,36018-rally-italia-sardegna-2017,2017.0
802,Ott Tänak,ORLEN Rally Poland,/entryinfo/36431-orlen-rally-poland-2017/1489933/,2017,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident damage                            </div>",36431-orlen-rally-poland-2017,245.0,246.0,/final/36431-orlen-rally-poland-2017/,36431-orlen-rally-poland-2017,2017.0
923,Thierry Neuville,ORLEN Rally Poland,/entryinfo/36431-orlen-rally-poland-2017/1489966/,2017,1,Null,36431-orlen-rally-poland-2017,245.0,246.0,/final/36431-orlen-rally-poland-2017/,36431-orlen-rally-poland-2017,2017.0
232,Sébastien Ogier,ORLEN Rally Poland,/entryinfo/36431-orlen-rally-poland-2017/1489920/,2017,3,Null,36431-orlen-rally-poland-2017,245.0,246.0,/final/36431-orlen-rally-poland-2017/,36431-orlen-rally-poland-2017,2017.0
537,Elfyn Evans,ORLEN Rally Poland,/entryinfo/36431-orlen-rally-poland-2017/1489945/,2017,8,Null,36431-orlen-rally-poland-2017,245.0,246.0,/final/36431-orlen-rally-poland-2017/,36431-orlen-rally-poland-2017,2017.0
801,Ott Tänak,Neste Rally Finland,/entryinfo/36019-neste-rally-finland-2017/1505763/,2017,7,Null,36019-neste-rally-finland-2017,246.0,247.0,/final/36019-neste-rally-finland-2017/,36019-neste-rally-finland-2017,2017.0
922,Thierry Neuville,Neste Rally Finland,/entryinfo/36019-neste-rally-finland-2017/1505760/,2017,6,Null,36019-neste-rally-finland-2017,246.0,247.0,/final/36019-neste-rally-finland-2017/,36019-neste-rally-finland-2017,2017.0
231,Sébastien Ogier,Neste Rally Finland,/entryinfo/36019-neste-rally-finland-2017/1505762/,2017,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",36019-neste-rally-finland-2017,246.0,247.0,/final/36019-neste-rally-finland-2017/,36019-neste-rally-finland-2017,2017.0
536,Elfyn Evans,Neste Rally Finland,/entryinfo/36019-neste-rally-finland-2017/1505764/,2017,2,Null,36019-neste-rally-finland-2017,246.0,247.0,/final/36019-neste-rally-finland-2017/,36019-neste-rally-finland-2017,2017.0
535,Elfyn Evans,ADAC Rallye Deutschland,/entryinfo/36020-adac-rallye-deutschland-2017/1508214/,2017,6,Null,36020-adac-rallye-deutschland-2017,247.0,248.0,/final/36020-adac-rallye-deutschland-2017/,36020-adac-rallye-deutschland-2017,2017.0
230,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/36020-adac-rallye-deutschland-2017/1508212/,2017,3,Null,36020-adac-rallye-deutschland-2017,247.0,248.0,/final/36020-adac-rallye-deutschland-2017/,36020-adac-rallye-deutschland-2017,2017.0
921,Thierry Neuville,ADAC Rallye Deutschland,/entryinfo/36020-adac-rallye-deutschland-2017/1508215/,2017,4,Null,36020-adac-rallye-deutschland-2017,247.0,248.0,/final/36020-adac-rallye-deutschland-2017/,36020-adac-rallye-deutschland-2017,2017.0
800,Ott Tänak,ADAC Rallye Deutschland,/entryinfo/36020-adac-rallye-deutschland-2017/1508213/,2017,1,Null,36020-adac-rallye-deutschland-2017,247.0,248.0,/final/36020-adac-rallye-deutschland-2017/,36020-adac-rallye-deutschland-2017,2017.0
920,Thierry Neuville,RallyRACC Catalunya - Costa Daurada,/entryinfo/36021-rallyracc-catalunya-costa-daurada-2017/1559520/,2017,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>",36021-rallyracc-catalunya-costa-daurada-2017,248.0,249.0,/final/36021-rallyracc-catalunya-costa-daurada-2017/,36021-rallyracc-catalunya-costa-daurada-2017,2017.0
534,Elfyn Evans,RallyRACC Catalunya - Costa Daurada,/entryinfo/36021-rallyracc-catalunya-costa-daurada-2017/1559518/,2017,7,Null,36021-rallyracc-catalunya-costa-daurada-2017,248.0,249.0,/final/36021-rallyracc-catalunya-costa-daurada-2017/,36021-rallyracc-catalunya-costa-daurada-2017,2017.0
799,Ott Tänak,RallyRACC Catalunya - Costa Daurada,/entryinfo/36021-rallyracc-catalunya-costa-daurada-2017/1559517/,2017,3,Null,36021-rallyracc-catalunya-costa-daurada-2017,248.0,249.0,/final/36021-rallyracc-catalunya-costa-daurada-2017/,36021-rallyracc-catalunya-costa-daurada-2017,2017.0
229,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/36021-rallyracc-catalunya-costa-daurada-2017/1559516/,2017,2,Null,36021-rallyracc-catalunya-costa-daurada-2017,248.0,249.0,/final/36021-rallyracc-catalunya-costa-daurada-2017/,36021-rallyracc-catalunya-costa-daurada-2017,2017.0
533,Elfyn Evans,Dayinsure Wales Rally GB,/entryinfo/36022-dayinsure-wales-rally-gb-2017/1605873/,2017,1,Null,36022-dayinsure-wales-rally-gb-2017,249.0,250.0,/final/36022-dayinsure-wales-rally-gb-2017/,36022-dayinsure-wales-rally-gb-2017,2017.0
228,Sébastien Ogier,Dayinsure Wales Rally GB,/entryinfo/36022-dayinsure-wales-rally-gb-2017/1605871/,2017,3,Null,36022-dayinsure-wales-rally-gb-2017,249.0,250.0,/final/36022-dayinsure-wales-rally-gb-2017/,36022-dayinsure-wales-rally-gb-2017,2017.0
798,Ott Tänak,Dayinsure Wales Rally GB,/entryinfo/36022-dayinsure-wales-rally-gb-2017/1605872/,2017,6,Null,36022-dayinsure-wales-rally-gb-2017,249.0,250.0,/final/36022-dayinsure-wales-rally-gb-2017/,36022-dayinsure-wales-rally-gb-2017,2017.0
919,Thierry Neuville,Dayinsure Wales Rally GB,/entryinfo/36022-dayinsure-wales-rally-gb-2017/1605886/,2017,2,Null,36022-dayinsure-wales-rally-gb-2017,249.0,250.0,/final/36022-dayinsure-wales-rally-gb-2017/,36022-dayinsure-wales-rally-gb-2017,2017.0
797,Ott Tänak,Kennards Hire Rally Australia,/entryinfo/36023-kennards-hire-rally-australia-2017/1613919/,2017,2,Null,36023-kennards-hire-rally-australia-2017,250.0,251.0,/final/36023-kennards-hire-rally-australia-2017/,36023-kennards-hire-rally-australia-2017,2017.0
918,Thierry Neuville,Kennards Hire Rally Australia,/entryinfo/36023-kennards-hire-rally-australia-2017/1613924/,2017,1,Null,36023-kennards-hire-rally-australia-2017,250.0,251.0,/final/36023-kennards-hire-rally-australia-2017/,36023-kennards-hire-rally-australia-2017,2017.0
532,Elfyn Evans,Kennards Hire Rally Australia,/entryinfo/36023-kennards-hire-rally-australia-2017/1613920/,2017,5,Null,36023-kennards-hire-rally-australia-2017,250.0,251.0,/final/36023-kennards-hire-rally-australia-2017/,36023-kennards-hire-rally-australia-2017,2017.0
227,Sébastien Ogier,Kennards Hire Rally Australia,/entryinfo/36023-kennards-hire-rally-australia-2017/1613917/,2017,4,Null,36023-kennards-hire-rally-australia-2017,250.0,251.0,/final/36023-kennards-hire-rally-australia-2017/,36023-kennards-hire-rally-australia-2017,2017.0
796,Ott Tänak,Rallye Automobile Monte-Carlo,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642087/,2018,2,Null,42870-rallye-automobile-monte-carlo-2018,251.0,252.0,/final/42870-rallye-automobile-monte-carlo-2018/,42870-rallye-automobile-monte-carlo-2018,2018.0
531,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642074/,2018,6,Null,42870-rallye-automobile-monte-carlo-2018,251.0,252.0,/final/42870-rallye-automobile-monte-carlo-2018/,42870-rallye-automobile-monte-carlo-2018,2018.0
226,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642063/,2018,1,Null,42870-rallye-automobile-monte-carlo-2018,251.0,252.0,/final/42870-rallye-automobile-monte-carlo-2018/,42870-rallye-automobile-monte-carlo-2018,2018.0
917,Thierry Neuville,Rallye Automobile Monte-Carlo,/entryinfo/42870-rallye-automobile-monte-carlo-2018/1642081/,2018,5,Null,42870-rallye-automobile-monte-carlo-2018,251.0,252.0,/final/42870-rallye-automobile-monte-carlo-2018/,42870-rallye-automobile-monte-carlo-2018,2018.0
530,Elfyn Evans,Rally Sweden,/entryinfo/42875-rally-sweden-2018/1700199/,2018,1,Null,42875-rally-sweden-2018,252.0,253.0,/final/42875-rally-sweden-2018/,42875-rally-sweden-2018,2018.0
916,Thierry Neuville,Rally Sweden,/entryinfo/42875-rally-sweden-2018/1687624/,2018,1,Null,42875-rally-sweden-2018,252.0,253.0,/final/42875-rally-sweden-2018/,42875-rally-sweden-2018,2018.0
795,Ott Tänak,Rally Sweden,/entryinfo/42875-rally-sweden-2018/1700187/,2018,9,Null,42875-rally-sweden-2018,252.0,253.0,/final/42875-rally-sweden-2018/,42875-rally-sweden-2018,2018.0
225,Sébastien Ogier,Rally Sweden,/entryinfo/42875-rally-sweden-2018/1700198/,2018,1,Null,42875-rally-sweden-2018,252.0,253.0,/final/42875-rally-sweden-2018/,42875-rally-sweden-2018,2018.0
14,Sébastien Loeb,Rally Guanajuato Mexico,/entryinfo/44257-rally-guanajuato-mexico-2018/1712039/,2018,5,Null,44257-rally-guanajuato-mexico-2018,253.0,254.0,/final/44257-rally-guanajuato-mexico-2018/,44257-rally-guanajuato-mexico-2018,2018.0
915,Thierry Neuville,Rally Guanajuato Mexico,/entryinfo/44257-rally-guanajuato-mexico-2018/1712023/,2018,6,Null,44257-rally-guanajuato-mexico-2018,253.0,254.0,/final/44257-rally-guanajuato-mexico-2018/,44257-rally-guanajuato-mexico-2018,2018.0
224,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/44257-rally-guanajuato-mexico-2018/1711924/,2018,1,Null,44257-rally-guanajuato-mexico-2018,253.0,254.0,/final/44257-rally-guanajuato-mexico-2018/,44257-rally-guanajuato-mexico-2018,2018.0
529,Elfyn Evans,Rally Guanajuato Mexico,/entryinfo/44257-rally-guanajuato-mexico-2018/1711945/,2018,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Medical reasons                            </div>",44257-rally-guanajuato-mexico-2018,253.0,254.0,/final/44257-rally-guanajuato-mexico-2018/,44257-rally-guanajuato-mexico-2018,2018.0
794,Ott Tänak,Rally Guanajuato Mexico,/entryinfo/44257-rally-guanajuato-mexico-2018/1712025/,2018,1,Null,44257-rally-guanajuato-mexico-2018,253.0,254.0,/final/44257-rally-guanajuato-mexico-2018/,44257-rally-guanajuato-mexico-2018,2018.0
914,Thierry Neuville,CORSICA Linea Tour de Corse,/entryinfo/44258-corsica-linea-tour-de-corse-2018/1736158/,2018,3,Null,44258-corsica-linea-tour-de-corse-2018,254.0,255.0,/final/44258-corsica-linea-tour-de-corse-2018/,44258-corsica-linea-tour-de-corse-2018,2018.0
13,Sébastien Loeb,CORSICA Linea Tour de Corse,/entryinfo/44258-corsica-linea-tour-de-corse-2018/1736149/,2018,1,Null,44258-corsica-linea-tour-de-corse-2018,254.0,255.0,/final/44258-corsica-linea-tour-de-corse-2018/,44258-corsica-linea-tour-de-corse-2018,2018.0
223,Sébastien Ogier,CORSICA Linea Tour de Corse,/entryinfo/44258-corsica-linea-tour-de-corse-2018/1736148/,2018,1,Null,44258-corsica-linea-tour-de-corse-2018,254.0,255.0,/final/44258-corsica-linea-tour-de-corse-2018/,44258-corsica-linea-tour-de-corse-2018,2018.0
528,Elfyn Evans,CORSICA Linea Tour de Corse,/entryinfo/44258-corsica-linea-tour-de-corse-2018/1736152/,2018,5,Null,44258-corsica-linea-tour-de-corse-2018,254.0,255.0,/final/44258-corsica-linea-tour-de-corse-2018/,44258-corsica-linea-tour-de-corse-2018,2018.0
793,Ott Tänak,CORSICA Linea Tour de Corse,/entryinfo/44258-corsica-linea-tour-de-corse-2018/1736155/,2018,2,Null,44258-corsica-linea-tour-de-corse-2018,254.0,255.0,/final/44258-corsica-linea-tour-de-corse-2018/,44258-corsica-linea-tour-de-corse-2018,2018.0
792,Ott Tänak,YPF Rally Argentina,/entryinfo/44259-ypf-rally-argentina-2018/1754935/,2018,1,Null,44259-ypf-rally-argentina-2018,255.0,256.0,/final/44259-ypf-rally-argentina-2018/,44259-ypf-rally-argentina-2018,2018.0
527,Elfyn Evans,YPF Rally Argentina,/entryinfo/44259-ypf-rally-argentina-2018/1754926/,2018,6,Null,44259-ypf-rally-argentina-2018,255.0,256.0,/final/44259-ypf-rally-argentina-2018/,44259-ypf-rally-argentina-2018,2018.0
913,Thierry Neuville,YPF Rally Argentina,/entryinfo/44259-ypf-rally-argentina-2018/1754932/,2018,2,Null,44259-ypf-rally-argentina-2018,255.0,256.0,/final/44259-ypf-rally-argentina-2018/,44259-ypf-rally-argentina-2018,2018.0
222,Sébastien Ogier,YPF Rally Argentina,/entryinfo/44259-ypf-rally-argentina-2018/1754924/,2018,4,Null,44259-ypf-rally-argentina-2018,255.0,256.0,/final/44259-ypf-rally-argentina-2018/,44259-ypf-rally-argentina-2018,2018.0
912,Thierry Neuville,Vodafone Rally de Portugal,/entryinfo/44260-vodafone-rally-de-portugal-2018/1776615/,2018,1,Null,44260-vodafone-rally-de-portugal-2018,256.0,257.0,/final/44260-vodafone-rally-de-portugal-2018/,44260-vodafone-rally-de-portugal-2018,2018.0
526,Elfyn Evans,Vodafone Rally de Portugal,/entryinfo/44260-vodafone-rally-de-portugal-2018/1776606/,2018,2,Null,44260-vodafone-rally-de-portugal-2018,256.0,257.0,/final/44260-vodafone-rally-de-portugal-2018/,44260-vodafone-rally-de-portugal-2018,2018.0
221,Sébastien Ogier,Vodafone Rally de Portugal,/entryinfo/44260-vodafone-rally-de-portugal-2018/1776605/,2018,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Withdrawn                            </div>",44260-vodafone-rally-de-portugal-2018,256.0,257.0,/final/44260-vodafone-rally-de-portugal-2018/,44260-vodafone-rally-de-portugal-2018,2018.0
791,Ott Tänak,Vodafone Rally de Portugal,/entryinfo/44260-vodafone-rally-de-portugal-2018/1776624/,2018,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Mechanical                            </div>",44260-vodafone-rally-de-portugal-2018,256.0,257.0,/final/44260-vodafone-rally-de-portugal-2018/,44260-vodafone-rally-de-portugal-2018,2018.0
911,Thierry Neuville,Rally Italia Sardegna,/entryinfo/44261-rally-italia-sardegna-2018/1825051/,2018,1,Null,44261-rally-italia-sardegna-2018,257.0,258.0,/final/44261-rally-italia-sardegna-2018/,44261-rally-italia-sardegna-2018,2018.0
525,Elfyn Evans,Rally Italia Sardegna,/entryinfo/44261-rally-italia-sardegna-2018/1825038/,2018,1,Null,44261-rally-italia-sardegna-2018,257.0,258.0,/final/44261-rally-italia-sardegna-2018/,44261-rally-italia-sardegna-2018,2018.0
220,Sébastien Ogier,Rally Italia Sardegna,/entryinfo/44261-rally-italia-sardegna-2018/1825033/,2018,2,Null,44261-rally-italia-sardegna-2018,257.0,258.0,/final/44261-rally-italia-sardegna-2018/,44261-rally-italia-sardegna-2018,2018.0
790,Ott Tänak,Rally Italia Sardegna,/entryinfo/44261-rally-italia-sardegna-2018/1825050/,2018,9,Null,44261-rally-italia-sardegna-2018,257.0,258.0,/final/44261-rally-italia-sardegna-2018/,44261-rally-italia-sardegna-2018,2018.0
789,Ott Tänak,Neste Rally Finland,/entryinfo/44262-neste-rally-finland-2018/1850713/,2018,1,Null,44262-neste-rally-finland-2018,258.0,259.0,/final/44262-neste-rally-finland-2018/,44262-neste-rally-finland-2018,2018.0
219,Sébastien Ogier,Neste Rally Finland,/entryinfo/44262-neste-rally-finland-2018/1880499/,2018,5,Null,44262-neste-rally-finland-2018,258.0,259.0,/final/44262-neste-rally-finland-2018/,44262-neste-rally-finland-2018,2018.0
524,Elfyn Evans,Neste Rally Finland,/entryinfo/44262-neste-rally-finland-2018/1880500/,2018,7,Null,44262-neste-rally-finland-2018,258.0,259.0,/final/44262-neste-rally-finland-2018/,44262-neste-rally-finland-2018,2018.0
910,Thierry Neuville,Neste Rally Finland,/entryinfo/44262-neste-rally-finland-2018/1848402/,2018,9,Null,44262-neste-rally-finland-2018,258.0,259.0,/final/44262-neste-rally-finland-2018/,44262-neste-rally-finland-2018,2018.0
788,Ott Tänak,ADAC Rallye Deutschland,/entryinfo/44263-adac-rallye-deutschland-2018/1926560/,2018,1,Null,44263-adac-rallye-deutschland-2018,259.0,260.0,/final/44263-adac-rallye-deutschland-2018/,44263-adac-rallye-deutschland-2018,2018.0
218,Sébastien Ogier,ADAC Rallye Deutschland,/entryinfo/44263-adac-rallye-deutschland-2018/1926547/,2018,4,Null,44263-adac-rallye-deutschland-2018,259.0,260.0,/final/44263-adac-rallye-deutschland-2018/,44263-adac-rallye-deutschland-2018,2018.0
523,Elfyn Evans,ADAC Rallye Deutschland,/entryinfo/44263-adac-rallye-deutschland-2018/1926549/,2018,2,Null,44263-adac-rallye-deutschland-2018,259.0,260.0,/final/44263-adac-rallye-deutschland-2018/,44263-adac-rallye-deutschland-2018,2018.0
909,Thierry Neuville,ADAC Rallye Deutschland,/entryinfo/44263-adac-rallye-deutschland-2018/1926555/,2018,2,Null,44263-adac-rallye-deutschland-2018,259.0,260.0,/final/44263-adac-rallye-deutschland-2018/,44263-adac-rallye-deutschland-2018,2018.0
217,Sébastien Ogier,Rally Turkey Marmaris,/entryinfo/44264-rally-turkey-marmaris-2018/1947826/,2018,1,Null,44264-rally-turkey-marmaris-2018,260.0,261.0,/final/44264-rally-turkey-marmaris-2018/,44264-rally-turkey-marmaris-2018,2018.0
908,Thierry Neuville,Rally Turkey Marmaris,/entryinfo/44264-rally-turkey-marmaris-2018/1947830/,2018,1,Null,44264-rally-turkey-marmaris-2018,260.0,261.0,/final/44264-rally-turkey-marmaris-2018/,44264-rally-turkey-marmaris-2018,2018.0
522,Elfyn Evans,Rally Turkey Marmaris,/entryinfo/44264-rally-turkey-marmaris-2018/1947828/,2018,1,Null,44264-rally-turkey-marmaris-2018,260.0,261.0,/final/44264-rally-turkey-marmaris-2018/,44264-rally-turkey-marmaris-2018,2018.0
787,Ott Tänak,Rally Turkey Marmaris,/entryinfo/44264-rally-turkey-marmaris-2018/1947833/,2018,1,Null,44264-rally-turkey-marmaris-2018,260.0,261.0,/final/44264-rally-turkey-marmaris-2018/,44264-rally-turkey-marmaris-2018,2018.0
786,Ott Tänak,Dayinsure Wales Rally GB,/entryinfo/43469-dayinsure-wales-rally-gb-2018/1970356/,2018,1,Null,43469-dayinsure-wales-rally-gb-2018,261.0,262.0,/final/43469-dayinsure-wales-rally-gb-2018/,43469-dayinsure-wales-rally-gb-2018,2018.0
216,Sébastien Ogier,Dayinsure Wales Rally GB,/entryinfo/43469-dayinsure-wales-rally-gb-2018/1970348/,2018,1,Null,43469-dayinsure-wales-rally-gb-2018,261.0,262.0,/final/43469-dayinsure-wales-rally-gb-2018/,43469-dayinsure-wales-rally-gb-2018,2018.0
521,Elfyn Evans,Dayinsure Wales Rally GB,/entryinfo/43469-dayinsure-wales-rally-gb-2018/1970349/,2018,2,Null,43469-dayinsure-wales-rally-gb-2018,261.0,262.0,/final/43469-dayinsure-wales-rally-gb-2018/,43469-dayinsure-wales-rally-gb-2018,2018.0
907,Thierry Neuville,Dayinsure Wales Rally GB,/entryinfo/43469-dayinsure-wales-rally-gb-2018/1970353/,2018,5,Null,43469-dayinsure-wales-rally-gb-2018,261.0,262.0,/final/43469-dayinsure-wales-rally-gb-2018/,43469-dayinsure-wales-rally-gb-2018,2018.0
12,Sébastien Loeb,RallyRACC Catalunya - Costa Daurada,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975192/,2018,1,Null,44265-rallyracc-catalunya-costa-daurada-2018,262.0,263.0,/final/44265-rallyracc-catalunya-costa-daurada-2018/,44265-rallyracc-catalunya-costa-daurada-2018,2018.0
785,Ott Tänak,RallyRACC Catalunya - Costa Daurada,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975189/,2018,6,Null,44265-rallyracc-catalunya-costa-daurada-2018,262.0,263.0,/final/44265-rallyracc-catalunya-costa-daurada-2018/,44265-rallyracc-catalunya-costa-daurada-2018,2018.0
520,Elfyn Evans,RallyRACC Catalunya - Costa Daurada,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975183/,2018,3,Null,44265-rallyracc-catalunya-costa-daurada-2018,262.0,263.0,/final/44265-rallyracc-catalunya-costa-daurada-2018/,44265-rallyracc-catalunya-costa-daurada-2018,2018.0
906,Thierry Neuville,RallyRACC Catalunya - Costa Daurada,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975186/,2018,4,Null,44265-rallyracc-catalunya-costa-daurada-2018,262.0,263.0,/final/44265-rallyracc-catalunya-costa-daurada-2018/,44265-rallyracc-catalunya-costa-daurada-2018,2018.0
215,Sébastien Ogier,RallyRACC Catalunya - Costa Daurada,/entryinfo/44265-rallyracc-catalunya-costa-daurada-2018/1975182/,2018,2,Null,44265-rallyracc-catalunya-costa-daurada-2018,262.0,263.0,/final/44265-rallyracc-catalunya-costa-daurada-2018/,44265-rallyracc-catalunya-costa-daurada-2018,2018.0
905,Thierry Neuville,Kennards Hire Rally Australia,/entryinfo/44266-kennards-hire-rally-australia-2018/1996673/,2018,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Lost wheel                            </div>",44266-kennards-hire-rally-australia-2018,263.0,264.0,/final/44266-kennards-hire-rally-australia-2018/,44266-kennards-hire-rally-australia-2018,2018.0
784,Ott Tänak,Kennards Hire Rally Australia,/entryinfo/44266-kennards-hire-rally-australia-2018/1996676/,2018,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",44266-kennards-hire-rally-australia-2018,263.0,264.0,/final/44266-kennards-hire-rally-australia-2018/,44266-kennards-hire-rally-australia-2018,2018.0
519,Elfyn Evans,Kennards Hire Rally Australia,/entryinfo/44266-kennards-hire-rally-australia-2018/1996669/,2018,6,Null,44266-kennards-hire-rally-australia-2018,263.0,264.0,/final/44266-kennards-hire-rally-australia-2018/,44266-kennards-hire-rally-australia-2018,2018.0
214,Sébastien Ogier,Kennards Hire Rally Australia,/entryinfo/44266-kennards-hire-rally-australia-2018/1996668/,2018,5,Null,44266-kennards-hire-rally-australia-2018,263.0,264.0,/final/44266-kennards-hire-rally-australia-2018/,44266-kennards-hire-rally-australia-2018,2018.0
11,Sébastien Loeb,Rallye Automobile Monte-Carlo,/entryinfo/52398-rallye-automobile-monte-carlo-2019/2019875/,2019,4,Null,52398-rallye-automobile-monte-carlo-2019,264.0,265.0,/final/52398-rallye-automobile-monte-carlo-2019/,52398-rallye-automobile-monte-carlo-2019,2019.0
213,Sébastien Ogier,Rallye Automobile Monte-Carlo,/entryinfo/52398-rallye-automobile-monte-carlo-2019/2019528/,2019,1,Null,52398-rallye-automobile-monte-carlo-2019,264.0,265.0,/final/52398-rallye-automobile-monte-carlo-2019/,52398-rallye-automobile-monte-carlo-2019,2019.0
904,Thierry Neuville,Rallye Automobile Monte-Carlo,/entryinfo/52398-rallye-automobile-monte-carlo-2019/2019872/,2019,2,Null,52398-rallye-automobile-monte-carlo-2019,264.0,265.0,/final/52398-rallye-automobile-monte-carlo-2019/,52398-rallye-automobile-monte-carlo-2019,2019.0
783,Ott Tänak,Rallye Automobile Monte-Carlo,/entryinfo/52398-rallye-automobile-monte-carlo-2019/2019876/,2019,3,Null,52398-rallye-automobile-monte-carlo-2019,264.0,265.0,/final/52398-rallye-automobile-monte-carlo-2019/,52398-rallye-automobile-monte-carlo-2019,2019.0
518,Elfyn Evans,Rallye Automobile Monte-Carlo,/entryinfo/52398-rallye-automobile-monte-carlo-2019/2048664/,2019,DNF,"<div class=""profile-start-ret text-danger font-weight-bold"">
                                Accident                            </div>",52398-rallye-automobile-monte-carlo-2019,264.0,265.0,/final/52398-rallye-automobile-monte-carlo-2019/,52398-rallye-automobile-monte-carlo-2019,2019.0
212,Sébastien Ogier,Rally Sweden,/entryinfo/53052-rally-sweden-2019/2100876/,2019,2,Null,53052-rally-sweden-2019,265.0,266.0,/final/53052-rally-sweden-2019/,53052-rally-sweden-2019,2019.0
782,Ott Tänak,Rally Sweden,/entryinfo/53052-rally-sweden-2019/2094146/,2019,1,Null,53052-rally-sweden-2019,265.0,266.0,/final/53052-rally-sweden-2019/,53052-rally-sweden-2019,2019.0
517,Elfyn Evans,Rally Sweden,/entryinfo/53052-rally-sweden-2019/2100916/,2019,5,Null,53052-rally-sweden-2019,265.0,266.0,/final/53052-rally-sweden-2019/,53052-rally-sweden-2019,2019.0
903,Thierry Neuville,Rally Sweden,/entryinfo/53052-rally-sweden-2019/2084215/,2019,3,Null,53052-rally-sweden-2019,265.0,266.0,/final/53052-rally-sweden-2019/,53052-rally-sweden-2019,2019.0
10,Sébastien Loeb,Rally Sweden,/entryinfo/53052-rally-sweden-2019/2084224/,2019,7,Null,53052-rally-sweden-2019,265.0,266.0,/final/53052-rally-sweden-2019/,53052-rally-sweden-2019,2019.0
781,Ott Tänak,Rally Guanajuato Mexico,/entryinfo/54450-rally-guanajuato-mexico-2019/2120202/,2019,2,Null,54450-rally-guanajuato-mexico-2019,266.0,267.0,/final/54450-rally-guanajuato-mexico-2019/,54450-rally-guanajuato-mexico-2019,2019.0
516,Elfyn Evans,Rally Guanajuato Mexico,/entryinfo/54450-rally-guanajuato-mexico-2019/2120201/,2019,3,Null,54450-rally-guanajuato-mexico-2019,266.0,267.0,/final/54450-rally-guanajuato-mexico-2019/,54450-rally-guanajuato-mexico-2019,2019.0
211,Sébastien Ogier,Rally Guanajuato Mexico,/entryinfo/54450-rally-guanajuato-mexico-2019/2120195/,2019,1,Null,54450-rally-guanajuato-mexico-2019,266.0,267.0,/final/54450-rally-guanajuato-mexico-2019/,54450-rally-guanajuato-mexico-2019,2019.0
902,Thierry Neuville,Rally Guanajuato Mexico,/entryinfo/54450-rally-guanajuato-mexico-2019/2120197/,2019,4,Null,54450-rally-guanajuato-mexico-2019,266.0,267.0,/final/54450-rally-guanajuato-mexico-2019/,54450-rally-guanajuato-mexico-2019,2019.0
